Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Magnetic Flux Density (T)
5448	0.12465	0.	0.3445	6.1748e-004
5454	-0.10417	0.	0.1075	1.2396e-002
5455	-0.12598	0.	0.14917	6.5869e-003
5456	-0.14217	0.	0.12833	8.533e-003
5461	-0.66035	0.	0.42089	1.6771e-004
5462	-0.73497	0.	0.31108	1.9486e-004
5466	-0.2769	0.	0.61179	1.2873e-004
5467	-0.23296	0.	0.58854	1.4051e-004
5468	-0.25788	0.	0.49253	2.8174e-004
5469	-0.22968	0.	0.53269	2.0048e-004
5473	-8.1641e-002	0.	8.0834e-002	1.9925e-002
5474	-0.10663	0.	7.625e-002	1.9052e-002
5479	-0.15836	0.	0.14917	7.0311e-003
5480	-0.15554	0.	0.20125	3.3567e-003
5481	-0.12326	0.	0.20125	3.2094e-003
5489	-7.2058e-002	0.	0.2325	2.0882e-003
5490	-5.3144e-002	0.	0.26375	1.6158e-003
5491	-7.5987e-003	0.	0.23027	2.11e-003
5495	0.26409	0.	0.12944	1.2843e-003
5496	0.18471	0.	0.18118	1.5848e-003
5497	0.16133	0.	0.13902	2.666e-003
5498	0.16265	0.	9.8393e-002	4.5427e-003
5503	0.7822	0.	0.93519	1.3378e-005
5504	0.87834	0.	0.88342	1.1452e-005
5505	0.81539	0.	0.87452	1.5491e-005
5510	-0.98592	0.	0.92138	1.5691e-005
5511	-1.1188	0.	0.8854	1.13e-005
5512	-1.02	0.	0.8682	1.6341e-005
5518	-0.17943	0.	0.10528	1.7376e-002
5519	-0.20961	0.	0.13021	8.7346e-003
5524	-0.35933	0.	0.65659	8.3285e-005
5525	-0.50503	0.	0.67093	7.5714e-005
5529	-0.19302	0.	0.26375	1.7031e-003
5530	-0.13663	0.	0.2325	2.0134e-003
5531	-0.19457	0.	0.22972	2.2422e-003
5536	0.3825	0.	0.40213	2.2016e-004
5537	0.46564	0.	0.33149	2.0227e-004
5540	-0.17134	0.	7.4029e-002	2.6574e-002
5548	-0.6199	0.	0.93234	3.1906e-005
5549	-0.73817	0.	0.89268	2.9185e-005
5550	-0.75073	0.	0.94633	2.6602e-005
5555	0.50783	0.	0.92213	2.7542e-005
5556	0.40607	0.	0.86012	3.6299e-005
5557	0.37649	0.	0.92408	3.1627e-005
5562	-0.25179	0.	0.32313	8.4652e-004
5563	-0.21867	0.	0.26097	1.6749e-003
5564	-0.18739	0.	0.32625	8.4402e-004
5565	-0.2533	0.	0.25952	1.6594e-003
5566	-0.21701	0.	0.33136	8.247e-004
5570	4.6148e-002	0.	0.51068	2.0171e-004
5571	-5.4003e-002	0.	0.60019	1.0752e-004
5576	-0.32815	0.	7.8541e-002	9.8281e-003
5577	-0.40316	0.	0.10089	3.4225e-003
5578	-0.32042	0.	0.10246	6.9028e-003
5579	-0.33517	0.	0.12662	4.2839e-003
5586	-0.29389	0.	8.881e-002	1.1441e-002
5587	-0.28266	0.	6.0718e-002	2.6816e-002
5591	-0.49944	0.	0.11368	1.28e-003
5597	-1.0597	0.	0.45885	4.9664e-005
5598	-1.121	0.	0.444	4.705e-005
5599	-1.0767	0.	0.56673	3.5993e-005
5600	-1.1329	0.	0.57919	3.3246e-005
5604	0.81989	0.	0.45862	5.2696e-005
5605	0.88119	0.	0.44376	4.9206e-005
5606	0.83796	0.	0.56432	3.8525e-005
5607	0.89383	0.	0.57665	3.3443e-005
5612	-0.54048	0.	0.47794	1.8737e-004
5616	-4.0168e-002	0.	0.92826	1.425e-005
5617	0.10295	0.	0.92487	2.4942e-005
5622	0.41694	0.	0.72083	5.1394e-005
5623	0.53236	0.	0.64812	5.6842e-005
5632	-0.2435	0.	0.63896	9.6342e-005
5633	-0.2704	0.	0.72369	6.2907e-005
5638	0.64403	0.	0.92431	2.1168e-005
5643	0.8107	0.	0.13062	9.7674e-005
5644	0.89495	0.	0.18775	6.9947e-005
5651	-1.0496	0.	0.13053	9.4409e-005
5652	-1.135	0.	0.18774	7.1927e-005
5655	-0.49125	0.	0.92851	3.2024e-005
5661	0.34208	0.	0.85312	3.844e-005
5665	0.83274	0.	0.3891	6.0299e-005
5666	0.72074	0.	0.41103	7.0991e-005
5667	0.73705	0.	0.34545	8.1386e-005
5672	-1.0727	0.	0.3891	5.6702e-005
5673	-0.95744	0.	0.41948	6.9135e-005
5674	-0.98247	0.	0.35323	7.5885e-005
5679	-0.78198	0.	0.68064	5.1603e-005
5680	-0.8915	0.	0.65776	4.5247e-005
5683	0.65708	0.	0.66312	4.3943e-005
5688	-8.5429e-002	0.	0.26375	1.6299e-003
5693	-0.65573	0.	0.70958	5.6318e-005
5694	-0.75986	0.	0.78778	3.9635e-005
5698	-0.26793	0.	0.38748	4.9418e-004
5699	-0.32387	0.	0.34198	5.9654e-004
5700	-0.25168	0.	0.35949	5.7111e-004
5703	-0.33551	0.	0.90288	2.8187e-005
5704	-0.2992	0.	0.81698	3.7288e-005
5705	-0.38849	0.	0.88961	3.1556e-005
5709	-0.13475	0.	0.88238	2.1731e-005
5717	-0.8466	0.	0.88255	2.4704e-005
5718	-0.85916	0.	0.93619	2.1931e-005
5719	-0.94021	0.	0.86463	2.0365e-005
5724	0.24545	0.	0.92341	3.2456e-005
5736	9.5131e-002	0.	0.42216	3.8501e-004
5745	-0.25485	0.	0.22548	2.2664e-003
5749	0.13971	0.	0.19617	2.4687e-003
5754	9.348e-002	0.	0.12986	5.6143e-003
5755	0.11766	0.	0.11338	5.2947e-003
5762	-0.13061	0.	0.38077	5.1847e-004
5763	-0.11348	0.	0.43585	3.4387e-004
5764	-0.10093	0.	0.3742	5.466e-004
5768	-0.15807	0.	0.6282	9.6843e-005
5769	-0.19629	0.	0.55986	1.7301e-004
5774	-8.8282e-002	0.	0.67097	7.5195e-005
5783	-8.2408e-002	0.	0.31968	8.7022e-004
5787	-0.12798	0.	0.35093	6.3278e-004
5788	-0.18728	0.	0.36261	5.9779e-004
5798	-1.1422	0.	0.3089	6.0097e-005
5803	0.90217	0.	0.3089	6.0503e-005
5808	-0.9665	0.	0.21582	1.0081e-004
5814	0.72222	0.	0.20812	1.0814e-004
5820	4.5122e-002	0.	0.26439	1.5813e-003
5828	-0.79965	0.	0.90093	2.659e-005
5832	-0.30257	0.	0.19254	3.0673e-003
5837	0.75963	0.	0.64893	3.5243e-005
5838	0.74547	0.	0.7483	2.7782e-005
5840	-0.99855	0.	0.65111	3.4561e-005
5841	-0.96299	0.	0.74698	2.8825e-005
5844	0.74608	0.	0.87477	1.8395e-005
5848	-0.22121	0.	0.46385	3.0666e-004
5849	-0.23315	0.	0.3957	4.7489e-004
5854	-0.26542	0.	0.12241	8.5139e-003
5858	-1.1016	0.	0.63217	2.9477e-005
5863	0.86345	0.	0.62769	3.0569e-005
5867	-0.1582	0.	0.48584	2.4307e-004
5871	-0.37897	0.	0.9437	2.6002e-005
5880	9.48e-002	0.	8.924e-002	7.3102e-003
5881	5.3426e-002	0.	7.7377e-002	1.9325e-002
5885	8.6097e-002	0.	0.3417	7.6136e-004
5888	-0.45116	0.	0.28922	7.2632e-004
5892	7.7603e-002	0.	6.089e-002	1.9118e-002
5896	-0.38304	0.	0.30423	7.5806e-004
5901	2.265e-002	0.	5.8792e-002	3.4152e-002
5914	0.84222	0.	0.823	1.6697e-005
5917	-0.20752	0.	0.80672	3.5754e-005
5936	-0.92846	0.	0.36875	8.5054e-005
5940	0.68634	0.	0.35252	8.7983e-005
5951	-0.30091	0.	0.13689	6.5048e-003
5952	-0.27493	0.	8.464e-002	2.4081e-002
